datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),mean_sea_level_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
1970-08-12,"(34.0544, -118.2439)",era5,229.44,-8.00,25.46,14.88,0.54,1.74,101305.86,0.00,0.00
1970-08-13,"(34.0544, -118.2439)",era5,229.44,-8.00,25.59,15.02,0.54,1.83,101191.18,0.00,0.00
1970-08-14,"(34.0544, -118.2439)",era5,229.44,-8.00,24.53,14.45,0.56,1.79,101003.24,0.00,0.00
1970-08-15,"(34.0544, -118.2439)",era5,229.44,-8.00,24.22,14.38,0.56,1.61,101065.99,0.00,0.00
1970-08-16,"(34.0544, -118.2439)",era5,229.44,-8.00,25.07,14.85,0.55,1.73,101277.53,0.00,0.00
1970-08-17,"(34.0544, -118.2439)",era5,229.44,-8.00,25.14,14.60,0.54,1.73,101333.10,0.00,0.00
1970-08-18,"(34.0544, -118.2439)",era5,229.44,-8.00,23.67,14.79,0.59,1.70,101358.54,0.00,0.00
1970-08-19,"(34.0544, -118.2439)",era5,229.44,-8.00,22.46,15.30,0.66,1.71,101372.25,0.00,0.00
1970-08-20,"(34.0544, -118.2439)",era5,229.44,-8.00,22.03,15.22,0.67,1.73,101418.30,0.00,0.00
1970-08-21,"(34.0544, -118.2439)",era5,229.44,-8.00,21.92,14.67,0.66,1.69,101291.80,0.00,0.00
1970-08-22,"(34.0544, -118.2439)",era5,229.44,-8.00,21.81,14.36,0.65,1.58,101314.80,0.00,0.00
1970-08-23,"(34.0544, -118.2439)",era5,229.44,-8.00,23.28,15.03,0.62,1.44,101265.40,0.00,0.00
1970-08-24,"(34.0544, -118.2439)",era5,229.44,-8.00,24.57,14.03,0.54,1.61,101053.94,0.00,0.00
1970-08-25,"(34.0544, -118.2439)",era5,229.44,-8.00,25.35,13.57,0.51,1.72,100941.68,0.00,0.00
1970-08-26,"(34.0544, -118.2439)",era5,229.44,-8.00,24.76,12.54,0.49,1.53,101062.90,0.00,0.00
1970-08-27,"(34.0544, -118.2439)",era5,229.44,-8.00,24.35,14.72,0.56,1.78,101285.90,0.00,0.00
1970-08-28,"(34.0544, -118.2439)",era5,229.44,-8.00,23.38,15.01,0.61,1.60,101159.93,0.00,0.00
1970-08-29,"(34.0544, -118.2439)",era5,229.44,-8.00,22.48,14.97,0.65,1.57,100919.30,0.00,0.00
1970-08-30,"(34.0544, -118.2439)",era5,229.44,-8.00,22.80,14.06,0.60,1.41,100869.81,0.00,0.00
1970-08-31,"(34.0544, -118.2439)",era5,229.44,-8.00,23.65,13.54,0.56,1.57,101055.31,0.00,0.00
1970-09-01,"(34.0544, -118.2439)",era5,229.44,-8.00,23.58,11.07,0.48,1.51,101062.91,0.00,0.00
1970-09-02,"(34.0544, -118.2439)",era5,229.44,-8.00,22.05,12.28,0.56,1.73,100858.02,0.00,0.00
1970-09-03,"(34.0544, -118.2439)",era5,229.44,-8.00,21.57,11.93,0.57,1.56,100938.20,0.00,0.00
1970-09-04,"(34.0544, -118.2439)",era5,229.44,-8.00,20.30,11.79,0.61,1.70,100800.20,0.00,0.00
1970-09-05,"(34.0544, -118.2439)",era5,229.44,-8.00,20.10,10.33,0.56,1.74,100659.24,0.00,0.00
1970-09-06,"(34.0544, -118.2439)",era5,229.44,-8.00,22.40,6.67,0.40,1.74,100887.13,0.00,0.00
1970-09-07,"(34.0544, -118.2439)",era5,229.44,-8.00,23.78,8.06,0.39,1.82,101245.12,0.00,0.00
1970-09-08,"(34.0544, -118.2439)",era5,229.44,-8.00,23.06,10.35,0.47,1.62,101225.07,0.00,0.00
1970-09-09,"(34.0544, -118.2439)",era5,229.44,-8.00,22.85,11.75,0.52,1.50,101226.15,0.00,0.00
1970-09-10,"(34.0544, -118.2439)",era5,229.44,-8.00,25.12,13.47,0.51,1.50,101216.36,0.00,0.00
1970-09-11,"(34.0544, -118.2439)",era5,229.44,-8.00,25.20,13.53,0.51,1.54,101068.89,0.00,0.00
1970-09-12,"(34.0544, -118.2439)",era5,229.44,-8.00,21.99,14.16,0.63,2.13,100950.72,0.00,0.00
1970-09-13,"(34.0544, -118.2439)",era5,229.44,-8.00,18.75,12.71,0.69,2.13,100951.69,0.00,0.00
1970-09-14,"(34.0544, -118.2439)",era5,229.44,-8.00,17.78,10.97,0.67,1.81,101281.03,0.00,0.00
1970-09-15,"(34.0544, -118.2439)",era5,229.44,-8.00,19.25,9.21,0.56,1.42,101231.27,0.00,0.00
1970-09-16,"(34.0544, -118.2439)",era5,229.44,-8.00,21.50,8.69,0.48,1.43,101128.29,0.00,0.00
1970-09-17,"(34.0544, -118.2439)",era5,229.44,-8.00,23.10,9.23,0.44,1.45,101448.42,0.00,0.00
1970-09-18,"(34.0544, -118.2439)",era5,229.44,-8.00,22.74,8.51,0.43,1.39,101513.02,0.00,0.00
1970-09-19,"(34.0544, -118.2439)",era5,229.44,-8.00,20.52,7.51,0.45,1.69,101258.39,0.00,0.00
1970-09-20,"(34.0544, -118.2439)",era5,229.44,-8.00,19.53,9.29,0.54,1.87,101170.30,0.00,0.00
1970-09-21,"(34.0544, -118.2439)",era5,229.44,-8.00,20.37,10.69,0.56,1.78,101142.88,0.00,0.00
1970-09-22,"(34.0544, -118.2439)",era5,229.44,-8.00,22.44,6.19,0.41,1.77,101191.47,0.00,0.00
1970-09-23,"(34.0544, -118.2439)",era5,229.44,-8.00,22.98,1.05,0.25,2.17,100928.23,0.00,0.00
1970-09-24,"(34.0544, -118.2439)",era5,229.44,-8.00,21.64,8.99,0.46,1.56,100813.34,0.00,0.00
1970-09-25,"(34.0544, -118.2439)",era5,229.44,-8.00,22.46,5.60,0.42,2.95,101083.76,0.00,0.00
1970-09-26,"(34.0544, -118.2439)",era5,229.44,-8.00,25.02,-12.01,0.09,3.62,101208.38,0.00,0.00
1970-09-27,"(34.0544, -118.2439)",era5,229.44,-8.00,26.34,-10.06,0.10,2.57,101073.11,0.00,0.00
1970-09-28,"(34.0544, -118.2439)",era5,229.44,-8.00,26.68,-2.81,0.16,2.05,101103.50,0.00,0.00
1970-09-29,"(34.0544, -118.2439)",era5,229.44,-8.00,25.52,4.78,0.27,1.87,101550.26,0.00,0.00
1970-09-30,"(34.0544, -118.2439)",era5,229.44,-8.00,24.83,7.65,0.35,1.74,101684.77,0.00,0.00
1970-10-01,"(34.0544, -118.2439)",era5,229.44,-8.00,24.47,6.32,0.33,1.52,101117.15,0.00,0.00
1970-10-02,"(34.0544, -118.2439)",era5,229.44,-8.00,23.74,7.34,0.36,1.80,100681.63,0.00,0.00
1970-10-03,"(34.0544, -118.2439)",era5,229.44,-8.00,22.99,12.86,0.54,1.25,100969.44,0.01,0.00
1970-10-04,"(34.0544, -118.2439)",era5,229.44,-8.00,22.09,14.14,0.63,1.41,101307.95,0.01,0.00
1970-10-05,"(34.0544, -118.2439)",era5,229.44,-8.00,20.06,14.40,0.71,1.53,101456.53,0.00,0.00
1970-10-06,"(34.0544, -118.2439)",era5,229.44,-8.00,18.33,13.29,0.73,1.82,101324.48,0.00,0.00
1970-10-07,"(34.0544, -118.2439)",era5,229.44,-8.00,17.68,11.23,0.69,1.61,101271.11,0.02,0.00
1970-10-08,"(34.0544, -118.2439)",era5,229.44,-8.00,18.40,1.62,0.38,1.77,101525.16,0.00,0.00
1970-10-09,"(34.0544, -118.2439)",era5,229.44,-8.00,19.79,0.84,0.31,1.93,101300.49,0.00,0.00
1970-10-10,"(34.0544, -118.2439)",era5,229.44,-8.00,19.55,7.10,0.46,1.84,101048.66,0.00,0.00
1970-10-11,"(34.0544, -118.2439)",era5,229.44,-8.00,19.93,10.69,0.58,1.17,101257.03,0.00,0.00
1970-10-12,"(34.0544, -118.2439)",era5,229.44,-8.00,19.80,10.09,0.55,1.20,101368.08,0.00,0.00
1970-10-13,"(34.0544, -118.2439)",era5,229.44,-8.00,18.41,11.69,0.67,1.29,101286.50,0.00,0.00
1970-10-14,"(34.0544, -118.2439)",era5,229.44,-8.00,17.81,12.03,0.71,1.35,101326.24,0.00,0.00
1970-10-15,"(34.0544, -118.2439)",era5,229.44,-8.00,17.72,12.14,0.72,1.50,101533.44,0.00,0.00
1970-10-16,"(34.0544, -118.2439)",era5,229.44,-8.00,18.46,7.22,0.51,1.23,101559.80,0.00,0.00
1970-10-17,"(34.0544, -118.2439)",era5,229.44,-8.00,18.67,7.44,0.50,1.14,101578.58,0.00,0.00
1970-10-18,"(34.0544, -118.2439)",era5,229.44,-8.00,18.46,7.71,0.51,1.32,101518.90,0.00,0.00
1970-10-19,"(34.0544, -118.2439)",era5,229.44,-8.00,18.14,11.16,0.65,1.51,101382.50,0.00,0.00
1970-10-20,"(34.0544, -118.2439)",era5,229.44,-8.00,17.00,11.18,0.70,1.67,101620.47,0.00,0.00
1970-10-21,"(34.0544, -118.2439)",era5,229.44,-8.00,16.95,10.45,0.67,1.69,101829.39,0.00,0.00
1970-10-22,"(34.0544, -118.2439)",era5,229.44,-8.00,15.16,8.23,0.65,1.78,101703.97,0.00,0.00
1970-10-23,"(34.0544, -118.2439)",era5,229.44,-8.00,16.18,11.33,0.74,1.70,101652.60,0.02,0.00
1970-10-24,"(34.0544, -118.2439)",era5,229.44,-8.00,16.24,11.84,0.77,1.49,101534.33,0.00,0.00
1970-10-25,"(34.0544, -118.2439)",era5,229.44,-8.00,15.35,8.12,0.65,1.63,101393.63,0.00,0.00
1970-10-26,"(34.0544, -118.2439)",era5,229.44,-8.00,15.26,3.49,0.48,1.42,101508.63,0.00,0.00
1970-10-27,"(34.0544, -118.2439)",era5,229.44,-8.00,16.22,-3.84,0.29,3.38,101822.76,0.00,0.00
1970-10-28,"(34.0544, -118.2439)",era5,229.44,-8.00,16.02,-13.30,0.14,2.91,102109.27,0.00,0.00
1970-10-29,"(34.0544, -118.2439)",era5,229.44,-8.00,17.15,-13.20,0.12,2.42,101686.60,0.00,0.00
1970-10-30,"(34.0544, -118.2439)",era5,229.44,-8.00,17.02,-5.94,0.23,1.56,101593.00,0.00,0.00
1970-10-31,"(34.0544, -118.2439)",era5,229.44,-8.00,16.66,1.59,0.38,1.42,101802.97,0.00,0.00
1970-11-01,"(34.0544, -118.2439)",era5,229.44,-8.00,17.10,3.18,0.41,1.27,101734.27,0.00,0.00
1970-11-02,"(34.0544, -118.2439)",era5,229.44,-8.00,17.60,3.43,0.40,1.23,101551.43,0.00,0.00
1970-11-03,"(34.0544, -118.2439)",era5,229.44,-8.00,16.57,6.26,0.52,1.38,101483.43,0.00,0.00
1970-11-04,"(34.0544, -118.2439)",era5,229.44,-8.00,16.96,10.89,0.69,1.23,101674.73,0.00,0.00
1970-11-05,"(34.0544, -118.2439)",era5,229.44,-8.00,16.46,10.08,0.67,1.24,101996.15,0.02,0.00
1970-11-06,"(34.0544, -118.2439)",era5,229.44,-8.00,17.82,15.06,0.84,1.64,101959.82,0.17,0.00
1970-11-07,"(34.0544, -118.2439)",era5,229.44,-8.00,15.89,11.56,0.78,1.33,101910.90,0.00,0.00
1970-11-08,"(34.0544, -118.2439)",era5,229.44,-8.00,15.26,6.95,0.61,1.66,102038.50,0.00,0.00
1970-11-09,"(34.0544, -118.2439)",era5,229.44,-8.00,16.36,4.76,0.49,1.92,101741.68,0.00,0.00
1970-11-10,"(34.0544, -118.2439)",era5,229.44,-8.00,16.35,8.79,0.63,1.53,101532.30,0.00,0.00
1970-11-11,"(34.0544, -118.2439)",era5,229.44,-8.00,15.74,10.28,0.71,1.23,101788.16,0.00,0.00
1970-11-12,"(34.0544, -118.2439)",era5,229.44,-8.00,16.22,9.41,0.68,1.39,101618.57,0.01,0.00
1970-11-13,"(34.0544, -118.2439)",era5,229.44,-8.00,16.18,-0.65,0.39,2.92,101778.91,0.00,0.00
1970-11-14,"(34.0544, -118.2439)",era5,229.44,-8.00,17.42,-6.17,0.22,3.11,102062.99,0.00,0.00
1970-11-15,"(34.0544, -118.2439)",era5,229.44,-8.00,17.53,-8.00,0.18,2.35,102265.51,0.00,0.00
1970-11-16,"(34.0544, -118.2439)",era5,229.44,-8.00,16.15,-5.75,0.23,1.74,102120.78,0.00,0.00
1970-11-17,"(34.0544, -118.2439)",era5,229.44,-8.00,15.26,-1.29,0.34,1.61,101963.89,0.00,0.00
1970-11-18,"(34.0544, -118.2439)",era5,229.44,-8.00,14.81,2.50,0.45,1.43,101481.16,0.00,0.00
1970-11-19,"(34.0544, -118.2439)",era5,229.44,-8.00,15.03,4.80,0.52,1.45,101111.12,0.00,0.00
1970-11-20,"(34.0544, -118.2439)",era5,229.44,-8.00,14.15,6.08,0.60,1.43,101487.78,0.00,0.00
1970-11-21,"(34.0544, -118.2439)",era5,229.44,-8.00,13.69,8.49,0.72,1.05,101691.06,0.00,0.00
1970-11-22,"(34.0544, -118.2439)",era5,229.44,-8.00,13.10,7.19,0.69,1.20,101962.58,0.00,0.00
1970-11-23,"(34.0544, -118.2439)",era5,229.44,-8.00,13.95,5.52,0.60,1.26,102049.71,0.00,0.00
1970-11-24,"(34.0544, -118.2439)",era5,229.44,-8.00,14.76,4.53,0.52,1.45,101588.57,0.00,0.00
1970-11-25,"(34.0544, -118.2439)",era5,229.44,-8.00,14.57,9.82,0.74,1.74,101435.37,0.00,0.00
1970-11-26,"(34.0544, -118.2439)",era5,229.44,-8.00,15.30,12.18,0.83,2.99,101255.97,0.18,0.00
1970-11-27,"(34.0544, -118.2439)",era5,229.44,-8.00,11.66,7.42,0.76,2.12,101457.03,0.02,0.00
1970-11-28,"(34.0544, -118.2439)",era5,229.44,-8.00,11.87,6.90,0.72,3.37,101444.63,0.59,0.00
1970-11-29,"(34.0544, -118.2439)",era5,229.44,-8.00,13.34,10.98,0.86,5.76,101101.19,3.66,0.00
1970-11-30,"(34.0544, -118.2439)",era5,229.44,-8.00,11.44,8.58,0.83,1.78,101644.84,0.30,0.00
1970-12-01,"(34.0544, -118.2439)",era5,229.44,-8.00,11.87,8.19,0.79,1.39,102067.96,0.00,0.00
1970-12-02,"(34.0544, -118.2439)",era5,229.44,-8.00,12.45,9.01,0.80,1.76,101976.62,0.20,0.00
1970-12-03,"(34.0544, -118.2439)",era5,229.44,-8.00,10.36,5.09,0.72,1.67,102369.00,0.00,0.00
1970-12-04,"(34.0544, -118.2439)",era5,229.44,-8.00,11.35,5.94,0.71,1.39,102199.39,0.00,0.00
1970-12-05,"(34.0544, -118.2439)",era5,229.44,-8.00,13.35,7.40,0.70,2.28,102090.05,0.00,0.00
1970-12-06,"(34.0544, -118.2439)",era5,229.44,-8.00,14.01,7.53,0.66,2.21,101915.66,0.00,0.00
1970-12-07,"(34.0544, -118.2439)",era5,229.44,-8.00,14.01,8.48,0.70,1.96,101668.16,0.00,0.00
1970-12-08,"(34.0544, -118.2439)",era5,229.44,-8.00,13.56,9.68,0.78,1.23,101540.46,0.00,0.00
1970-12-09,"(34.0544, -118.2439)",era5,229.44,-8.00,14.05,11.05,0.83,1.05,101570.69,0.05,0.00
1970-12-10,"(34.0544, -118.2439)",era5,229.44,-8.00,11.74,5.63,0.69,1.96,101955.15,0.00,0.00
1970-12-11,"(34.0544, -118.2439)",era5,229.44,-8.00,11.21,2.25,0.56,2.63,101847.60,0.00,0.00
1970-12-12,"(34.0544, -118.2439)",era5,229.44,-8.00,11.16,3.14,0.60,2.54,101387.24,0.00,0.00
1970-12-13,"(34.0544, -118.2439)",era5,229.44,-8.00,10.37,5.25,0.71,1.93,101516.51,0.00,0.00
1970-12-14,"(34.0544, -118.2439)",era5,229.44,-8.00,10.89,7.10,0.78,1.51,101716.29,0.12,0.00
1970-12-15,"(34.0544, -118.2439)",era5,229.44,-8.00,10.36,5.38,0.72,1.31,102248.32,0.00,0.00
1970-12-16,"(34.0544, -118.2439)",era5,229.44,-8.00,10.48,7.24,0.80,1.66,101886.71,0.15,0.00
1970-12-17,"(34.0544, -118.2439)",era5,229.44,-8.00,11.01,8.34,0.84,1.57,101291.35,0.24,0.00
1970-12-18,"(34.0544, -118.2439)",era5,229.44,-8.00,8.35,3.47,0.72,2.68,101444.61,0.04,0.00
1970-12-19,"(34.0544, -118.2439)",era5,229.44,-8.00,8.98,5.98,0.82,3.83,101179.95,1.31,0.06
1970-12-20,"(34.0544, -118.2439)",era5,229.44,-8.00,8.22,5.44,0.83,2.27,101594.46,0.20,0.00
1970-12-21,"(34.0544, -118.2439)",era5,229.44,-8.00,10.34,7.61,0.83,3.18,100956.85,1.25,0.00
1970-12-22,"(34.0544, -118.2439)",era5,229.44,-8.00,9.34,6.26,0.82,1.26,101537.03,0.11,0.00
1970-12-23,"(34.0544, -118.2439)",era5,229.44,-8.00,8.15,3.74,0.75,1.28,102118.08,0.00,0.00
1970-12-24,"(34.0544, -118.2439)",era5,229.44,-8.00,7.79,2.84,0.72,2.17,102012.48,0.00,0.00
1970-12-25,"(34.0544, -118.2439)",era5,229.44,-8.00,8.29,2.13,0.66,2.41,101962.45,0.00,0.00
1970-12-26,"(34.0544, -118.2439)",era5,229.44,-8.00,8.07,2.58,0.69,1.77,101672.55,0.00,0.00
1970-12-27,"(34.0544, -118.2439)",era5,229.44,-8.00,10.72,6.29,0.75,1.03,101667.66,0.00,0.00
1970-12-28,"(34.0544, -118.2439)",era5,229.44,-8.00,9.16,4.97,0.76,1.25,101923.22,0.00,0.00
1970-12-29,"(34.0544, -118.2439)",era5,229.44,-8.00,8.43,3.92,0.75,1.53,102009.54,0.00,0.00
1970-12-30,"(34.0544, -118.2439)",era5,229.44,-8.00,9.96,4.91,0.72,1.67,102030.47,0.00,0.00
1970-12-31,"(34.0544, -118.2439)",era5,229.44,-8.00,11.46,6.34,0.72,2.18,101718.73,0.00,0.00
1971-01-01,"(34.0544, -118.2439)",era5,229.44,-8.00,10.77,6.78,0.77,1.85,101383.62,0.00,0.00
1971-01-02,"(34.0544, -118.2439)",era5,229.44,-8.00,11.02,6.79,0.77,2.38,100648.84,0.07,0.00
1971-01-03,"(34.0544, -118.2439)",era5,229.44,-8.00,6.21,-6.43,0.42,3.01,101515.83,0.00,0.00
1971-01-04,"(34.0544, -118.2439)",era5,229.44,-8.00,4.45,-6.44,0.47,2.39,102458.06,0.00,0.00
1971-01-05,"(34.0544, -118.2439)",era5,229.44,-8.00,3.94,-6.31,0.50,2.47,102374.32,0.00,0.00
1971-01-06,"(34.0544, -118.2439)",era5,229.44,-8.00,4.92,-6.25,0.47,2.59,102352.01,0.00,0.00
1971-01-07,"(34.0544, -118.2439)",era5,229.44,-8.00,4.94,-5.23,0.51,2.01,102485.05,0.00,0.00
1971-01-08,"(34.0544, -118.2439)",era5,229.44,-8.00,6.13,-0.97,0.62,1.39,102280.45,0.00,0.00
1971-01-09,"(34.0544, -118.2439)",era5,229.44,-8.00,6.97,1.90,0.71,1.19,101795.59,0.00,0.00
1971-01-10,"(34.0544, -118.2439)",era5,229.44,-8.00,7.35,3.82,0.79,1.22,101889.88,0.00,0.00
1971-01-11,"(34.0544, -118.2439)",era5,229.44,-8.00,7.83,4.83,0.82,1.15,101815.89,0.00,0.00
1971-01-12,"(34.0544, -118.2439)",era5,229.44,-8.00,9.59,6.93,0.84,1.52,101654.59,0.33,0.00
1971-01-13,"(34.0544, -118.2439)",era5,229.44,-8.00,8.87,5.97,0.82,1.28,102006.02,0.20,0.00
1971-01-14,"(34.0544, -118.2439)",era5,229.44,-8.00,8.99,5.81,0.81,1.07,102399.86,0.03,0.00
1971-01-15,"(34.0544, -118.2439)",era5,229.44,-8.00,9.35,4.51,0.74,1.67,102523.22,0.00,0.00
1971-01-16,"(34.0544, -118.2439)",era5,229.44,-8.00,10.79,4.77,0.68,1.96,102412.30,0.00,0.00
1971-01-17,"(34.0544, -118.2439)",era5,229.44,-8.00,15.25,7.74,0.63,2.51,102021.28,0.00,0.00
1971-01-18,"(34.0544, -118.2439)",era5,229.44,-8.00,17.23,9.55,0.63,2.68,101660.40,0.00,0.00
1971-01-19,"(34.0544, -118.2439)",era5,229.44,-8.00,17.15,10.76,0.67,2.16,101378.52,0.00,0.00
1971-01-20,"(34.0544, -118.2439)",era5,229.44,-8.00,15.18,11.65,0.80,1.13,101452.34,0.00,0.00
1971-01-21,"(34.0544, -118.2439)",era5,229.44,-8.00,13.52,10.88,0.84,0.82,101739.06,0.01,0.00
1971-01-22,"(34.0544, -118.2439)",era5,229.44,-8.00,12.24,8.40,0.79,0.72,101671.59,0.01,0.00
1971-01-23,"(34.0544, -118.2439)",era5,229.44,-8.00,12.23,6.43,0.69,0.85,101561.69,0.00,0.00
1971-01-24,"(34.0544, -118.2439)",era5,229.44,-8.00,10.37,5.30,0.72,1.15,101774.18,0.01,0.00
1971-01-25,"(34.0544, -118.2439)",era5,229.44,-8.00,10.65,5.76,0.73,0.92,102218.56,0.00,0.00
1971-01-26,"(34.0544, -118.2439)",era5,229.44,-8.00,12.36,5.07,0.65,2.28,102239.20,0.00,0.00
1971-01-27,"(34.0544, -118.2439)",era5,229.44,-8.00,15.03,5.44,0.55,2.80,101964.15,0.00,0.00
1971-01-28,"(34.0544, -118.2439)",era5,229.44,-8.00,16.07,6.02,0.53,2.73,101770.70,0.00,0.00
1971-01-29,"(34.0544, -118.2439)",era5,229.44,-8.00,15.82,6.03,0.54,2.26,101722.09,0.00,0.00
1971-01-30,"(34.0544, -118.2439)",era5,229.44,-8.00,15.03,5.08,0.53,2.06,101833.73,0.00,0.00
1971-01-31,"(34.0544, -118.2439)",era5,229.44,-8.00,13.31,6.01,0.63,1.52,101634.93,0.00,0.00
1971-02-01,"(34.0544, -118.2439)",era5,229.44,-8.00,12.01,7.38,0.74,1.35,101355.50,0.00,0.00
1971-02-02,"(34.0544, -118.2439)",era5,229.44,-8.00,10.80,7.81,0.82,1.37,101525.95,0.00,0.00
1971-02-03,"(34.0544, -118.2439)",era5,229.44,-8.00,10.37,4.90,0.73,1.26,101781.81,0.00,0.00
1971-02-04,"(34.0544, -118.2439)",era5,229.44,-8.00,10.42,2.13,0.59,1.74,102117.01,0.00,0.00
1971-02-05,"(34.0544, -118.2439)",era5,229.44,-8.00,10.53,4.75,0.69,1.38,101766.57,0.00,0.00
1971-02-06,"(34.0544, -118.2439)",era5,229.44,-8.00,11.09,5.76,0.71,1.27,101389.38,0.00,0.00
1971-02-07,"(34.0544, -118.2439)",era5,229.44,-8.00,11.62,5.61,0.69,1.21,101622.49,0.00,0.00
1971-02-08,"(34.0544, -118.2439)",era5,229.44,-8.00,11.70,4.51,0.64,1.38,101870.23,0.00,0.00
1971-02-09,"(34.0544, -118.2439)",era5,229.44,-8.00,12.58,3.51,0.58,2.11,102057.36,0.00,0.00
1971-02-10,"(34.0544, -118.2439)",era5,229.44,-8.00,14.23,1.78,0.46,2.41,102119.79,0.00,0.00
1971-02-11,"(34.0544, -118.2439)",era5,229.44,-8.00,16.78,4.65,0.48,2.15,101907.14,0.00,0.00
1971-02-12,"(34.0544, -118.2439)",era5,229.44,-8.00,17.47,2.71,0.40,2.31,101912.92,0.00,0.00
1971-02-13,"(34.0544, -118.2439)",era5,229.44,-8.00,17.77,4.36,0.43,1.86,101722.18,0.00,0.00
1971-02-14,"(34.0544, -118.2439)",era5,229.44,-8.00,15.03,7.24,0.62,1.55,101439.96,0.00,0.00
1971-02-15,"(34.0544, -118.2439)",era5,229.44,-8.00,13.57,9.38,0.77,1.34,101445.52,0.00,0.00
1971-02-16,"(34.0544, -118.2439)",era5,229.44,-8.00,12.17,8.64,0.79,1.60,101230.59,0.01,0.00
1971-02-17,"(34.0544, -118.2439)",era5,229.44,-8.00,10.87,7.75,0.82,3.09,100728.41,0.72,0.00
1971-02-18,"(34.0544, -118.2439)",era5,229.44,-8.00,11.30,6.67,0.74,1.36,101666.41,0.10,0.00
1971-02-19,"(34.0544, -118.2439)",era5,229.44,-8.00,11.13,7.17,0.77,2.14,101956.85,0.01,0.00
1971-02-20,"(34.0544, -118.2439)",era5,229.44,-8.00,9.08,-0.27,0.54,2.84,101203.69,0.00,0.00
1971-02-21,"(34.0544, -118.2439)",era5,229.44,-8.00,9.84,1.60,0.59,1.76,101815.92,0.00,0.00
1971-02-22,"(34.0544, -118.2439)",era5,229.44,-8.00,10.23,5.53,0.74,1.82,101616.86,0.01,0.00
1971-02-23,"(34.0544, -118.2439)",era5,229.44,-8.00,11.32,5.36,0.69,1.91,101027.26,0.04,0.00
1971-02-24,"(34.0544, -118.2439)",era5,229.44,-8.00,11.17,3.51,0.63,1.61,101450.35,0.00,0.00
1971-02-25,"(34.0544, -118.2439)",era5,229.44,-8.00,12.16,4.41,0.62,1.68,101606.61,0.00,0.00
1971-02-26,"(34.0544, -118.2439)",era5,229.44,-8.00,10.02,-4.81,0.38,3.41,101881.37,0.00,0.00
1971-02-27,"(34.0544, -118.2439)",era5,229.44,-8.00,8.53,-5.50,0.40,2.83,102040.94,0.00,0.00
1971-02-28,"(34.0544, -118.2439)",era5,229.44,-8.00,8.80,-0.69,0.54,2.69,101901.25,0.00,0.00
1971-03-01,"(34.0544, -118.2439)",era5,229.44,-8.00,9.29,-0.22,0.57,2.89,101763.77,0.00,0.00
1971-03-02,"(34.0544, -118.2439)",era5,229.44,-8.00,8.79,-13.07,0.22,2.71,102711.74,0.00,0.00
1971-03-03,"(34.0544, -118.2439)",era5,229.44,-8.00,10.00,-9.72,0.26,2.06,102575.57,0.00,0.00
1971-03-04,"(34.0544, -118.2439)",era5,229.44,-8.00,12.11,0.62,0.47,1.91,101487.24,0.00,0.00
1971-03-05,"(34.0544, -118.2439)",era5,229.44,-8.00,12.21,1.44,0.53,1.96,101535.41,0.01,0.00
1971-03-06,"(34.0544, -118.2439)",era5,229.44,-8.00,12.05,-5.81,0.32,2.08,102096.92,0.00,0.00
1971-03-07,"(34.0544, -118.2439)",era5,229.44,-8.00,13.26,-10.86,0.18,2.10,101892.14,0.00,0.00
1971-03-08,"(34.0544, -118.2439)",era5,229.44,-8.00,12.74,-1.25,0.40,1.86,101471.67,0.00,0.00
1971-03-09,"(34.0544, -118.2439)",era5,229.44,-8.00,12.32,5.94,0.67,1.68,101837.92,0.00,0.00
1971-03-10,"(34.0544, -118.2439)",era5,229.44,-8.00,11.84,5.58,0.67,1.63,101915.35,0.00,0.00
1971-03-11,"(34.0544, -118.2439)",era5,229.44,-8.00,11.91,5.28,0.65,1.74,101786.67,0.00,0.00
1971-03-12,"(34.0544, -118.2439)",era5,229.44,-8.00,12.65,7.21,0.71,2.05,101658.59,0.01,0.00
1971-03-13,"(34.0544, -118.2439)",era5,229.44,-8.00,13.04,8.56,0.76,3.54,101283.93,0.50,0.00
1971-03-14,"(34.0544, -118.2439)",era5,229.44,-8.00,11.22,2.96,0.59,2.30,101956.39,0.00,0.00
1971-03-15,"(34.0544, -118.2439)",era5,229.44,-8.00,13.27,5.11,0.60,1.68,102199.33,0.00,0.00
1971-03-16,"(34.0544, -118.2439)",era5,229.44,-8.00,15.54,5.74,0.56,2.07,101938.97,0.00,0.00
1971-03-17,"(34.0544, -118.2439)",era5,229.44,-8.00,15.79,7.02,0.59,1.52,101392.85,0.00,0.00
1971-03-18,"(34.0544, -118.2439)",era5,229.44,-8.00,15.49,2.12,0.48,2.65,101636.35,0.00,0.00
1971-03-19,"(34.0544, -118.2439)",era5,229.44,-8.00,15.50,-4.29,0.28,2.69,101845.41,0.00,0.00
1971-03-20,"(34.0544, -118.2439)",era5,229.44,-8.00,14.58,2.92,0.49,1.45,101621.92,0.00,0.00
1971-03-21,"(34.0544, -118.2439)",era5,229.44,-8.00,13.97,5.99,0.60,1.45,101798.19,0.00,0.00
1971-03-22,"(34.0544, -118.2439)",era5,229.44,-8.00,14.30,7.57,0.66,1.27,101898.11,0.00,0.00
